#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/pb),recorded(/pb),avgpu,source
257682:4434,131:131,09/28/15 12:24:38,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,132:132,09/28/15 12:25:02,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,133:133,09/28/15 12:25:25,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,134:134,09/28/15 12:25:48,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,135:135,09/28/15 12:26:12,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,136:136,09/28/15 12:26:35,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,137:137,09/28/15 12:26:58,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,138:138,09/28/15 12:27:22,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,139:139,09/28/15 12:27:45,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,140:140,09/28/15 12:28:08,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,141:141,09/28/15 12:28:32,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,142:142,09/28/15 12:28:55,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,143:143,09/28/15 12:29:18,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,144:144,09/28/15 12:29:41,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,145:145,09/28/15 12:30:05,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,146:146,09/28/15 12:30:28,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,147:147,09/28/15 12:30:51,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,148:148,09/28/15 12:31:15,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,149:149,09/28/15 12:31:38,STABLE BEAMS,6500,0.046,0.045,15.8,PLTZERO
257682:4434,150:150,09/28/15 12:32:01,STABLE BEAMS,6500,0.045,0.044,15.8,PLTZERO
257682:4434,151:151,09/28/15 12:32:25,STABLE BEAMS,6500,0.045,0.045,15.8,PLTZERO
257682:4434,152:152,09/28/15 12:32:48,STABLE BEAMS,6500,0.045,0.045,15.8,PLTZERO
257682:4434,153:153,09/28/15 12:33:11,STABLE BEAMS,6500,0.045,0.044,15.8,PLTZERO
257682:4434,154:154,09/28/15 12:33:35,STABLE BEAMS,6500,0.045,0.045,15.8,PLTZERO
257682:4434,155:155,09/28/15 12:33:58,STABLE BEAMS,6500,0.045,0.044,15.8,PLTZERO
257682:4434,156:156,09/28/15 12:34:21,STABLE BEAMS,6500,0.045,0.045,15.8,PLTZERO
257682:4434,157:157,09/28/15 12:34:45,STABLE BEAMS,6500,0.045,0.044,15.8,PLTZERO
257682:4434,158:158,09/28/15 12:35:08,STABLE BEAMS,6500,0.045,0.044,15.8,PLTZERO
257682:4434,159:159,09/28/15 12:35:31,STABLE BEAMS,6500,0.045,0.044,15.8,PLTZERO
257682:4434,160:160,09/28/15 12:35:54,STABLE BEAMS,6500,0.045,0.045,15.8,PLTZERO
257682:4434,161:161,09/28/15 12:36:18,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,162:162,09/28/15 12:36:41,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,163:163,09/28/15 12:37:04,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,164:164,09/28/15 12:37:28,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,165:165,09/28/15 12:37:51,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,166:166,09/28/15 12:38:14,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,167:167,09/28/15 12:38:38,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,168:168,09/28/15 12:39:01,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,169:169,09/28/15 12:39:24,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,170:170,09/28/15 12:39:48,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,171:171,09/28/15 12:40:11,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,172:172,09/28/15 12:40:34,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,173:173,09/28/15 12:40:58,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,174:174,09/28/15 12:41:21,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,175:175,09/28/15 12:41:44,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,176:176,09/28/15 12:42:07,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,177:177,09/28/15 12:42:31,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,178:178,09/28/15 12:42:54,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,179:179,09/28/15 12:43:17,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,180:180,09/28/15 12:43:41,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,181:181,09/28/15 12:44:04,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,182:182,09/28/15 12:44:27,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,183:183,09/28/15 12:44:51,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,184:184,09/28/15 12:45:14,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,185:185,09/28/15 12:45:37,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,186:186,09/28/15 12:46:01,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,187:187,09/28/15 12:46:24,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,188:188,09/28/15 12:46:47,STABLE BEAMS,6500,0.045,0.044,15.7,PLTZERO
257682:4434,189:189,09/28/15 12:47:10,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,190:190,09/28/15 12:47:34,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,191:191,09/28/15 12:47:57,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,192:192,09/28/15 12:48:20,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,193:193,09/28/15 12:48:44,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,194:194,09/28/15 12:49:07,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,195:195,09/28/15 12:49:30,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,196:196,09/28/15 12:49:54,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,197:197,09/28/15 12:50:17,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,198:198,09/28/15 12:50:40,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,199:199,09/28/15 12:51:04,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,200:200,09/28/15 12:51:27,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,201:201,09/28/15 12:51:50,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,202:202,09/28/15 12:52:14,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,203:203,09/28/15 12:52:37,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,204:204,09/28/15 12:53:00,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,205:205,09/28/15 12:53:23,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,206:206,09/28/15 12:53:47,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,207:207,09/28/15 12:54:10,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,208:208,09/28/15 12:54:33,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,209:209,09/28/15 12:54:57,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,210:210,09/28/15 12:55:20,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,211:211,09/28/15 12:55:43,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,212:212,09/28/15 12:56:07,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,213:213,09/28/15 12:56:30,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,214:214,09/28/15 12:56:53,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,215:215,09/28/15 12:57:17,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,216:216,09/28/15 12:57:40,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,217:217,09/28/15 12:58:03,STABLE BEAMS,6500,0.045,0.044,15.6,PLTZERO
257682:4434,218:218,09/28/15 12:58:26,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,219:219,09/28/15 12:58:50,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,220:220,09/28/15 12:59:13,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,221:221,09/28/15 12:59:36,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,222:222,09/28/15 13:00:00,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,223:223,09/28/15 13:00:23,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,224:224,09/28/15 13:00:46,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,225:225,09/28/15 13:01:10,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,226:226,09/28/15 13:01:33,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,227:227,09/28/15 13:01:56,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,228:228,09/28/15 13:02:20,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,229:229,09/28/15 13:02:43,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,230:230,09/28/15 13:03:06,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,231:231,09/28/15 13:03:30,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,232:232,09/28/15 13:03:53,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,233:233,09/28/15 13:04:16,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,234:234,09/28/15 13:04:39,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,235:235,09/28/15 13:05:03,STABLE BEAMS,6500,0.045,0.000,15.5,PLTZERO
257682:4434,236:236,09/28/15 13:05:26,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,237:237,09/28/15 13:05:49,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,238:238,09/28/15 13:06:13,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,239:239,09/28/15 13:06:36,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,240:240,09/28/15 13:06:59,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,241:241,09/28/15 13:07:23,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,242:242,09/28/15 13:07:46,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,243:243,09/28/15 13:08:09,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,244:244,09/28/15 13:08:33,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,245:245,09/28/15 13:08:56,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,246:246,09/28/15 13:09:19,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,247:247,09/28/15 13:09:43,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,248:248,09/28/15 13:10:06,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,249:249,09/28/15 13:10:29,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,250:250,09/28/15 13:10:52,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,251:251,09/28/15 13:11:16,STABLE BEAMS,6500,0.045,0.044,15.5,PLTZERO
257682:4434,252:252,09/28/15 13:11:39,STABLE BEAMS,6500,0.045,0.044,15.4,PLTZERO
257682:4434,253:253,09/28/15 13:12:02,STABLE BEAMS,6500,0.045,0.044,15.4,PLTZERO
257682:4434,254:254,09/28/15 13:12:26,STABLE BEAMS,6500,0.045,0.044,15.4,PLTZERO
257682:4434,255:255,09/28/15 13:12:49,STABLE BEAMS,6500,0.045,0.044,15.4,PLTZERO
257682:4434,256:256,09/28/15 13:13:12,STABLE BEAMS,6500,0.045,0.044,15.4,PLTZERO
257682:4434,257:257,09/28/15 13:13:36,STABLE BEAMS,6500,0.045,0.044,15.4,PLTZERO
257682:4434,258:258,09/28/15 13:13:59,STABLE BEAMS,6500,0.045,0.044,15.4,PLTZERO
257682:4434,259:259,09/28/15 13:14:22,STABLE BEAMS,6500,0.044,0.044,15.4,PLTZERO
257682:4434,260:260,09/28/15 13:14:46,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,261:261,09/28/15 13:15:09,STABLE BEAMS,6500,0.044,0.044,15.4,PLTZERO
257682:4434,262:262,09/28/15 13:15:32,STABLE BEAMS,6500,0.044,0.044,15.4,PLTZERO
257682:4434,263:263,09/28/15 13:15:55,STABLE BEAMS,6500,0.044,0.044,15.4,PLTZERO
257682:4434,264:264,09/28/15 13:16:19,STABLE BEAMS,6500,0.044,0.044,15.4,PLTZERO
257682:4434,265:265,09/28/15 13:16:42,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,266:266,09/28/15 13:17:05,STABLE BEAMS,6500,0.044,0.044,15.4,PLTZERO
257682:4434,267:267,09/28/15 13:17:29,STABLE BEAMS,6500,0.044,0.044,15.4,PLTZERO
257682:4434,268:268,09/28/15 13:17:52,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,269:269,09/28/15 13:18:15,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,270:270,09/28/15 13:18:39,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,271:271,09/28/15 13:19:02,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,272:272,09/28/15 13:19:25,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,273:273,09/28/15 13:19:49,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,274:274,09/28/15 13:20:12,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,275:275,09/28/15 13:20:35,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,276:276,09/28/15 13:20:59,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,277:277,09/28/15 13:21:22,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,278:278,09/28/15 13:21:45,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,279:279,09/28/15 13:22:08,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,280:280,09/28/15 13:22:32,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,281:281,09/28/15 13:22:55,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,282:282,09/28/15 13:23:18,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,283:283,09/28/15 13:23:42,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,284:284,09/28/15 13:24:05,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,285:285,09/28/15 13:24:28,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,286:286,09/28/15 13:24:52,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,287:287,09/28/15 13:25:15,STABLE BEAMS,6500,0.044,0.043,15.4,PLTZERO
257682:4434,288:288,09/28/15 13:25:38,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,289:289,09/28/15 13:26:02,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,290:290,09/28/15 13:26:25,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,291:291,09/28/15 13:26:48,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,292:292,09/28/15 13:27:12,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,293:293,09/28/15 13:27:35,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,294:294,09/28/15 13:27:58,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,295:295,09/28/15 13:28:21,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,296:296,09/28/15 13:28:45,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,297:297,09/28/15 13:29:08,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,298:298,09/28/15 13:29:31,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,299:299,09/28/15 13:29:55,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,300:300,09/28/15 13:30:18,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,301:301,09/28/15 13:30:41,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,302:302,09/28/15 13:31:05,STABLE BEAMS,6500,0.044,0.008,15.3,PLTZERO
257682:4434,303:303,09/28/15 13:31:28,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,304:304,09/28/15 13:31:51,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,305:305,09/28/15 13:32:15,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,306:306,09/28/15 13:32:38,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,307:307,09/28/15 13:33:01,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,308:308,09/28/15 13:33:24,STABLE BEAMS,6500,0.044,0.042,15.3,PLTZERO
257682:4434,309:309,09/28/15 13:33:48,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,310:310,09/28/15 13:34:11,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,311:311,09/28/15 13:34:34,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,312:312,09/28/15 13:34:58,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,313:313,09/28/15 13:35:21,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,314:314,09/28/15 13:35:44,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,315:315,09/28/15 13:36:08,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,316:316,09/28/15 13:36:31,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,317:317,09/28/15 13:36:54,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,318:318,09/28/15 13:37:18,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,319:319,09/28/15 13:37:41,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,320:320,09/28/15 13:38:04,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,321:321,09/28/15 13:38:28,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,322:322,09/28/15 13:38:51,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,323:323,09/28/15 13:39:14,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,324:324,09/28/15 13:39:37,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,325:325,09/28/15 13:40:01,STABLE BEAMS,6500,0.044,0.043,15.3,PLTZERO
257682:4434,326:326,09/28/15 13:40:24,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,327:327,09/28/15 13:40:47,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,328:328,09/28/15 13:41:11,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,329:329,09/28/15 13:41:34,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,330:330,09/28/15 13:41:57,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,331:331,09/28/15 13:42:21,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,332:332,09/28/15 13:42:44,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,333:333,09/28/15 13:43:07,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,334:334,09/28/15 13:43:31,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,335:335,09/28/15 13:43:54,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,336:336,09/28/15 13:44:17,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,337:337,09/28/15 13:44:41,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,338:338,09/28/15 13:45:04,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,339:339,09/28/15 13:45:27,STABLE BEAMS,6500,0.044,0.029,15.2,PLTZERO
257682:4434,340:340,09/28/15 13:45:50,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,341:341,09/28/15 13:46:14,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,342:342,09/28/15 13:46:37,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,343:343,09/28/15 13:47:00,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,344:344,09/28/15 13:47:24,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,345:345,09/28/15 13:47:47,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,346:346,09/28/15 13:48:10,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,347:347,09/28/15 13:48:34,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,348:348,09/28/15 13:48:57,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,349:349,09/28/15 13:49:20,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,350:350,09/28/15 13:49:44,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,351:351,09/28/15 13:50:07,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,352:352,09/28/15 13:50:30,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,353:353,09/28/15 13:50:53,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,354:354,09/28/15 13:51:17,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,355:355,09/28/15 13:51:40,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,356:356,09/28/15 13:52:03,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,357:357,09/28/15 13:52:27,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,358:358,09/28/15 13:52:50,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,359:359,09/28/15 13:53:13,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,360:360,09/28/15 13:53:37,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,361:361,09/28/15 13:54:00,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,362:362,09/28/15 13:54:23,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,363:363,09/28/15 13:54:47,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,364:364,09/28/15 13:55:10,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,365:365,09/28/15 13:55:33,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,366:366,09/28/15 13:55:57,STABLE BEAMS,6500,0.044,0.043,15.2,PLTZERO
257682:4434,367:0,09/28/15 13:56:20,STABLE BEAMS,6500,0.044,0.000,15.2,PLTZERO
257682:4434,368:0,09/28/15 13:56:43,STABLE BEAMS,6500,0.044,0.000,15.2,PLTZERO
257682:4434,369:0,09/28/15 13:57:06,STABLE BEAMS,6500,0.044,0.000,15.2,PLTZERO
257682:4434,370:0,09/28/15 13:57:30,STABLE BEAMS,6500,0.044,0.000,15.2,PLTZERO
257722:4435,1:1,09/28/15 17:21:00,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,2:2,09/28/15 17:21:22,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,3:3,09/28/15 17:21:45,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,4:4,09/28/15 17:22:08,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,5:5,09/28/15 17:22:32,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,6:6,09/28/15 17:22:55,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,7:7,09/28/15 17:23:18,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,8:8,09/28/15 17:23:42,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,9:9,09/28/15 17:24:05,STABLE BEAMS,6500,0.047,0.023,16.2,PLTZERO
257722:4435,10:10,09/28/15 17:24:28,STABLE BEAMS,6500,0.047,0.029,16.2,PLTZERO
257722:4435,11:11,09/28/15 17:24:51,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,12:12,09/28/15 17:25:15,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,13:13,09/28/15 17:25:38,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,14:14,09/28/15 17:26:01,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,15:15,09/28/15 17:26:25,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,16:16,09/28/15 17:26:48,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,17:17,09/28/15 17:27:11,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
257722:4435,18:18,09/28/15 17:27:35,STABLE BEAMS,6500,0.047,0.046,16.2,PLTZERO
